# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-O" "-t" "gene" "-g" "ID" "-a" "genome/s_aureus_USA300.gff3" "-o" "counts/counts.txt" "mapped_reads/fm_1.bam" "mapped_reads/fm_2.bam" "mapped_reads/fm_3.bam" "mapped_reads/fm_4.bam" "mapped_reads/m_1.bam" "mapped_reads/m_2.bam" "mapped_reads/m_3.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped_reads/fm_1.bam	mapped_reads/fm_2.bam	mapped_reads/fm_3.bam	mapped_reads/fm_4.bam	mapped_reads/m_1.bam	mapped_reads/m_2.bam	mapped_reads/m_3.bam
gene-SAOUHSC_01795	NC_007795.1	1692302	1692925	-	624	34	10	0	12	20	8	115
gene-SAOUHSC_01796	NC_007795.1	1692941	1693813	-	873	83	3	0	18	7	28	131
gene-SAOUHSC_01797	NC_007795.1	1693829	1696459	-	2631	453	94	124	206	250	274	1268
gene-SAOUHSC_01798	NC_007795.1	1696753	1698240	-	1488	10	16	18	2	2	4	176
gene-SAOUHSC_01799	NC_007795.1	1698739	1700400	-	1662	435	134	244	168	398	500	734
gene-SAOUHSC_01800	NC_007795.1	1700400	1701104	-	705	0	0	24	0	12	13	55
gene-SAOUHSC_01801	NC_007795.1	1701494	1702762	-	1269	5841	1136	4138	1835	2568	3629	10059
gene-SAOUHSC_01802	NC_007795.1	1702811	1703668	-	858	3133	716	2119	1129	1459	1462	4773
gene-SAOUHSC_01803	NC_007795.1	1704280	1705641	+	1362	569	158	142	328	452	504	1064
gene-SAOUHSC_01806	NC_007795.1	1707966	1709723	-	1758	3015	460	1265	2345	2220	1351	3040
gene-SAOUHSC_01807	NC_007795.1	1709745	1710668	-	924	334	61	161	217	210	207	403
gene-SAOUHSC_01808	NC_007795.1	1710982	1711926	-	945	510	58	66	90	165	87	210
gene-SAOUHSC_01809	NC_007795.1	1711926	1712783	-	858	169	73	315	48	106	79	260
gene-SAOUHSC_01810	NC_007795.1	1712978	1714207	-	1230	322	54	153	100	120	112	386
gene-SAOUHSC_01811	NC_007795.1	1714657	1717854	-	3198	2396	1197	1999	956	2308	1467	3855
gene-SAOUHSC_01812	NC_007795.1	1717875	1718816	-	942	537	171	415	146	267	120	890
gene-SAOUHSC_01813	NC_007795.1	1719077	1720375	-	1299	200	51	74	89	143	88	853
gene-SAOUHSC_01814	NC_007795.1	1720580	1720993	+	414	224	58	140	126	224	64	371
gene-SAOUHSC_01815	NC_007795.1	1721298	1721987	-	690	62	32	12	52	50	33	184
gene-SAOUHSC_01816	NC_007795.1	1722162	1723217	+	1056	98	16	39	36	76	25	88
gene-SAOUHSC_01817	NC_007795.1	1723311	1723409	-	99	3	0	0	0	8	0	31
gene-SAOUHSC_01818	NC_007795.1	1723533	1724651	-	1119	1450	396	562	595	1054	625	1643
gene-SAOUHSC_01819	NC_007795.1	1724792	1725292	+	501	7845	802	1914	5493	3964	1632	3617
gene-SAOUHSC_01820	NC_007795.1	1725538	1726740	-	1203	2809	833	916	978	2497	2251	4097
gene-SAOUHSC_01821	NC_007795.1	1726828	1727775	-	948	227	260	356	55	279	351	488
gene-SAOUHSC_01822	NC_007795.1	1727898	1728392	-	495	373	85	68	129	278	108	356
gene-SAOUHSC_01823	NC_007795.1	1728490	1729260	-	771	119	7	208	43	110	66	164
gene-SAOUHSC_01824	NC_007795.1	1729304	1730527	-	1224	40	0	24	12	2	12	144
gene-SAOUHSC_01825	NC_007795.1	1730527	1731675	-	1149	0	0	6	0	6	6	12
gene-SAOUHSC_01826	NC_007795.1	1731824	1731964	+	141	1	0	0	1	0	0	0
gene-SAOUHSC_01827	NC_007795.1	1732038	1733732	-	1695	425	81	228	392	182	254	664
gene-SAOUHSC_01828	NC_007795.1	1733869	1734333	+	465	21	9	23	68	54	53	64
gene-SAOUHSC_01829	NC_007795.1	1734577	1735179	+	603	263	16	72	236	193	127	1060
gene-SAOUHSC_01830	NC_007795.1	1735395	1736138	-	744	36	25	18	8	22	28	37
gene-SAOUHSC_01831	NC_007795.1	1736218	1736664	+	447	460	129	100	100	318	293	2811
gene-SAOUHSC_01832	NC_007795.1	1736778	1737938	+	1161	212	76	223	115	251	153	4546
gene-SAOUHSC_01833	NC_007795.1	1737925	1739529	+	1605	224	27	348	18	96	62	6379
gene-SAOUHSC_01834	NC_007795.1	1739623	1739718	+	96	0	0	0	0	0	0	4
gene-SAOUHSC_01835	NC_007795.1	1739679	1740809	-	1131	42	2	18	10	14	12	52
gene-SAOUHSC_01836	NC_007795.1	1740916	1742382	-	1467	118	38	70	72	140	109	248
gene-SAOUHSC_01837	NC_007795.1	1742510	1743127	-	618	0	0	3	0	4	0	22
gene-SAOUHSC_01838	NC_007795.1	1743299	1744573	+	1275	138	48	28	100	116	91	519
gene-SAOUHSC_01839	NC_007795.1	1744667	1745929	-	1263	6	0	8	4	2	8	44
gene-SAOUHSC_01840	NC_007795.1	1746311	1747216	+	906	0	0	4	6	4	0	2
gene-SAOUHSC_01841	NC_007795.1	1747196	1747288	-	93	0	0	0	0	0	0	0
gene-SAOUHSC_01843	NC_007795.1	1747419	1750106	-	2688	16	10	12	8	6	12	44
gene-SAOUHSC_01844	NC_007795.1	1750105	1750194	+	90	0	0	0	0	0	0	2
gene-SAOUHSC_01845	NC_007795.1	1750440	1752107	-	1668	612	100	392	1026	468	339	3856
gene-SAOUHSC_01846	NC_007795.1	1752547	1754253	-	1707	386	118	696	808	1643	293	1658
gene-SAOUHSC_01847	NC_007795.1	1754422	1755054	+	633	86	52	108	50	66	39	475
gene-SAOUHSC_01849	NC_007795.1	1755079	1756248	+	1170	299	38	257	80	161	96	504
gene-SAOUHSC_01850	NC_007795.1	1756346	1757335	-	990	29	16	11	24	80	78	259
gene-SAOUHSC_01851	NC_007795.1	1757408	1757521	-	114	0	0	0	0	0	0	0
gene-SAOUHSC_01852	NC_007795.1	1757875	1758966	-	1092	42	4	36	6	20	12	88
gene-SAOUHSC_01853	NC_007795.1	1759427	1759531	-	105	0	0	2	0	0	0	0
gene-SAOUHSC_01854	NC_007795.1	1759666	1761183	-	1518	131	30	152	58	140	243	443
gene-SAOUHSC_01855	NC_007795.1	1761257	1761748	-	492	208	90	262	168	140	193	422
gene-SAOUHSC_01856	NC_007795.1	1761822	1763135	-	1314	604	264	536	118	236	593	1051
gene-SAOUHSC_01857	NC_007795.1	1763159	1766983	-	3825	1237	524	335	843	762	1016	1554
gene-SAOUHSC_01858	NC_007795.1	1767004	1767600	-	597	20	8	4	18	6	13	10
gene-SAOUHSC_01859	NC_007795.1	1767629	1768486	-	858	18	7	2	28	8	2	42
gene-SAOUHSC_01860	NC_007795.1	1768586	1768897	-	312	10	2	53	8	22	6	152
gene-SAOUHSC_01861	NC_007795.1	1768962	1770038	-	1077	664	226	783	434	540	289	2881
gene-SAOUHSC_01863	NC_007795.1	1770125	1770436	+	312	10	8	36	0	10	6	0
gene-SAOUHSC_01864	NC_007795.1	1770561	1771403	-	843	7	0	0	0	4	6	68
gene-SAOUHSC_01865	NC_007795.1	1771873	1772517	-	645	1139	86	226	115	316	270	698
gene-SAOUHSC_01866	NC_007795.1	1772532	1773257	-	726	956	94	224	147	237	182	430
gene-SAOUHSC_01867	NC_007795.1	1773873	1774721	-	849	267	86	2119	185	219	168	467
gene-SAOUHSC_01868	NC_007795.1	1774725	1776134	-	1410	64	32	274	57	53	45	362
gene-SAOUHSC_01869	NC_007795.1	1776998	1777420	-	423	30	0	25	0	3	7	19
gene-SAOUHSC_01870	NC_007795.1	1777437	1778132	-	696	304	18	240	0	41	199	162
gene-SAOUHSC_01871	NC_007795.1	1778129	1779790	-	1662	98	58	233	68	70	78	236
gene-SAOUHSC_01872	NC_007795.1	1780197	1781465	+	1269	86	0	66	2	44	18	106
gene-SAOUHSC_01873	NC_007795.1	1781582	1788142	-	6561	108	28	46	58	43	82	126
gene-SAOUHSC_01874	NC_007795.1	1788485	1788796	-	312	14	1	40	0	3	14	10
gene-SAOUHSC_01875	NC_007795.1	1788818	1791235	-	2418	214	38	88	60	117	54	186
gene-SAOUHSC_01876	NC_007795.1	1791523	1792704	-	1182	112	59	82	70	76	39	196
gene-SAOUHSC_01877	NC_007795.1	1792814	1793767	+	954	42	18	21	17	78	26	231
gene-SAOUHSC_01878	NC_007795.1	1793764	1794327	+	564	23	0	14	8	16	0	53
gene-SAOUHSC_01879	NC_007795.1	1794447	1794848	-	402	14	12	4	10	14	14	178
gene-SAOUHSC_01882	NC_007795.1	1796427	1797254	-	828	63	50	134	34	42	59	37
gene-SAOUHSC_01883	NC_007795.1	1797257	1797376	-	120	0	2	0	0	0	2	1
gene-SAOUHSC_01884	NC_007795.1	1797488	1798489	+	1002	199	34	68	52	121	60	240
gene-SAOUHSC_01886	NC_007795.1	1798611	1799075	-	465	5	0	0	0	22	16	21
gene-SAOUHSC_01887	NC_007795.1	1799088	1800269	-	1182	42	6	12	120	60	28	200
gene-SAOUHSC_01888	NC_007795.1	1800280	1800912	-	633	66	12	126	120	67	20	97
gene-SAOUHSC_01889	NC_007795.1	1800919	1801923	-	1005	82	10	91	186	68	14	358
gene-SAOUHSC_01890	NC_007795.1	1802443	1803945	-	1503	0	2	6	0	0	0	9
gene-SAOUHSC_01891	NC_007795.1	1804468	1804782	+	315	4	3	10	0	2	4	9
gene-SAOUHSC_01893	NC_007795.1	1804782	1806074	+	1293	54	2	28	36	26	38	31
gene-SAOUHSC_01894	NC_007795.1	1806092	1806487	+	396	0	10	0	0	2	0	5
gene-SAOUHSC_01895	NC_007795.1	1806782	1807636	-	855	268	72	138	164	396	196	488
gene-SAOUHSC_01896	NC_007795.1	1807912	1808136	-	225	8	0	0	0	1	0	4
gene-SAOUHSC_01897	NC_007795.1	1808335	1808805	+	471	2	0	4	0	7	3	4
gene-SAOUHSC_01898	NC_007795.1	1808918	1809361	+	444	12	0	6	0	10	12	22
gene-SAOUHSC_01899	NC_007795.1	1809348	1809791	-	444	11	5	16	0	8	12	14
gene-SAOUHSC_01900	NC_007795.1	1810087	1810722	+	636	32	9	0	2	2	6	6
gene-SAOUHSC_01901	NC_007795.1	1811162	1811875	-	714	156	4	14	40	88	92	442
gene-SAOUHSC_01902	NC_007795.1	1812135	1812437	+	303	0	0	0	0	0	0	0
gene-SAOUHSC_01903	NC_007795.1	1812693	1813058	+	366	3	0	0	0	0	2	5
gene-SAOUHSC_01904	NC_007795.1	1813055	1813408	+	354	10	0	0	0	0	1	8
gene-SAOUHSC_01907	NC_007795.1	1815492	1816325	-	834	60	6	58	78	76	14	64
gene-SAOUHSC_01908	NC_007795.1	1816537	1817445	-	909	66	28	24	12	19	26	78
gene-SAOUHSC_01909	NC_007795.1	1817570	1818763	-	1194	87	28	4	56	54	58	190
gene-SAOUHSC_01910	NC_007795.1	1819134	1820726	+	1593	3564	617	1838	5021	4143	1604	14076
gene-SAOUHSC_01911	NC_007795.1	1820862	1821347	-	486	0	0	6	0	0	0	0
gene-SAOUHSC_01912	NC_007795.1	1821722	1822468	-	747	78	32	28	22	32	73	13
gene-SAOUHSC_01913	NC_007795.1	1822473	1822946	-	474	6	0	0	5	14	19	3
gene-SAOUHSC_01914	NC_007795.1	1823012	1823269	+	258	184	35	108	102	109	68	102
gene-SAOUHSC_01915	NC_007795.1	1823266	1824267	-	1002	320	69	236	127	147	161	502
gene-SAOUHSC_01916	NC_007795.1	1824272	1825750	-	1479	202	18	68	62	52	78	204
gene-SAOUHSC_01917	NC_007795.1	1825909	1826364	-	456	0	0	0	0	0	0	0
gene-SAOUHSC_01918	NC_007795.1	1826667	1827317	+	651	1104	440	890	2563	2088	690	11347
gene-SAOUHSC_01919	NC_007795.1	1827398	1828393	+	996	3256	726	1401	2306	1460	857	8691
gene-SAOUHSC_01920	NC_007795.1	1828469	1829095	+	627	2	2	2	0	0	0	11
gene-SAOUHSC_01921	NC_007795.1	1829136	1829480	+	345	4	0	2	4	0	0	0
gene-SAOUHSC_01922	NC_007795.1	1829578	1830129	+	552	20	0	6	8	6	0	10
gene-SAOUHSC_01923	NC_007795.1	1830347	1830988	-	642	0	0	0	0	0	6	0
gene-SAOUHSC_01924	NC_007795.1	1831102	1831287	-	186	0	0	0	0	0	3	8
gene-SAOUHSC_01925	NC_007795.1	1831289	1831465	-	177	0	0	0	0	0	2	8
gene-SAOUHSC_01926	NC_007795.1	1831476	1831859	-	384	0	0	10	0	0	31	2
gene-SAOUHSC_01928	NC_007795.1	1832463	1832606	-	144	0	4	3	6	5	0	2
gene-SAOUHSC_01929	NC_007795.1	1833027	1833128	+	102	0	0	7	1	10	0	0
gene-SAOUHSC_01930	NC_007795.1	1833476	1833835	-	360	0	0	0	0	0	0	0
gene-SAOUHSC_01931	NC_007795.1	1834373	1838485	-	4113	4	0	4	0	0	22	0
gene-SAOUHSC_01932	NC_007795.1	1839335	1840534	-	1200	0	0	0	0	4	2	12
gene-SAOUHSC_01933	NC_007795.1	1840527	1842266	-	1740	109	22	0	36	44	6	287
gene-SAOUHSC_01934	NC_007795.1	1842247	1842381	-	135	0	0	0	0	0	0	0
gene-SAOUHSC_01935	NC_007795.1	1842446	1843165	-	720	0	0	0	0	2	0	0
gene-SAOUHSC_01936	NC_007795.1	1843316	1844032	-	717	0	0	0	0	0	0	0
gene-SAOUHSC_01937	NC_007795.1	1844134	1844241	+	108	2	0	0	0	0	0	0
gene-SAOUHSC_01938	NC_007795.1	1844190	1844909	-	720	2	0	0	0	5	0	7
gene-SAOUHSC_01939	NC_007795.1	1845030	1845749	-	720	18	0	0	0	1	20	11
gene-SAOUHSC_01941	NC_007795.1	1845807	1846529	-	723	3	0	0	0	0	4	8
gene-SAOUHSC_01942	NC_007795.1	1846654	1847361	-	708	0	1	0	0	0	0	4
gene-SAOUHSC_01944	NC_007795.1	1848325	1848891	+	567	4	0	0	0	1	0	0
gene-SAOUHSC_01945	NC_007795.1	1849365	1850063	-	699	0	0	0	2	1	4	0
gene-SAOUHSC_01947	NC_007795.1	1850060	1850821	-	762	0	0	0	0	0	0	0
gene-SAOUHSC_01948	NC_007795.1	1850818	1851510	-	693	0	0	0	0	0	0	0
gene-SAOUHSC_01949	NC_007795.1	1851533	1852906	-	1374	0	0	8	0	0	0	0
gene-SAOUHSC_01950	NC_007795.1	1852916	1853434	-	519	0	0	0	0	0	0	0
gene-SAOUHSC_01951	NC_007795.1	1853450	1854694	-	1245	0	0	0	0	0	0	0
gene-SAOUHSC_01952	NC_007795.1	1854687	1857680	-	2994	0	0	15	6	0	0	0
gene-SAOUHSC_01953	NC_007795.1	1857745	1857888	-	144	0	0	0	0	0	0	0
gene-SAOUHSC_01954	NC_007795.1	1859010	1859993	-	984	11	6	36	0	2	6	7
gene-SAOUHSC_01955	NC_007795.1	1859995	1860900	-	906	0	8	0	0	4	0	7
gene-SAOUHSC_01956	NC_007795.1	1861729	1862268	+	540	0	10	0	0	4	0	0
gene-SAOUHSC_01957	NC_007795.1	1862281	1863069	+	789	0	0	0	0	0	0	0
gene-SAOUHSC_T00050	NC_007795.1	1864312	1864400	-	89	10	0	12	0	2	2	8
gene-SAOUHSC_T00019	NC_007795.1	1864455	1864526	-	72	38	5	2	17	8	9	45
gene-SAOUHSC_T0009	NC_007795.1	1864528	1864602	-	75	85	4	0	19	19	9	59
gene-SAOUHSC_T00022	NC_007795.1	1864617	1864690	-	74	120	11	4	45	30	14	84
gene-SAOUHSC_T00026	NC_007795.1	1864706	1864781	-	76	125	16	11	47	34	21	91
gene-SAOUHSC_T00042	NC_007795.1	1864795	1864867	-	73	107	15	9	54	34	32	101
gene-SAOUHSC_T00012	NC_007795.1	1864884	1864959	-	76	52	27	5	35	20	21	51
gene-SAOUHSC_T00038	NC_007795.1	1864981	1865054	-	74	12	19	6	6	9	15	7
gene-SAOUHSC_01958	NC_007795.1	1865526	1866080	-	555	0	0	4	0	0	0	26
gene-SAOUHSC_01960	NC_007795.1	1866403	1867803	-	1401	246	44	47	96	169	114	748
gene-SAOUHSC_01961	NC_007795.1	1867827	1868750	-	924	168	14	54	12	22	46	294
gene-SAOUHSC_01962	NC_007795.1	1868808	1869845	-	1038	58	19	60	24	52	25	493
gene-SAOUHSC_01963	NC_007795.1	1869835	1869945	-	111	2	0	0	0	0	0	13
gene-SAOUHSC_01964	NC_007795.1	1870108	1870611	+	504	608	92	16	146	394	112	21
gene-SAOUHSC_01966	NC_007795.1	1870735	1871958	-	1224	34	38	38	41	44	142	69
gene-SAOUHSC_01967	NC_007795.1	1871951	1872691	-	741	54	9	23	26	36	40	105
gene-SAOUHSC_01968	NC_007795.1	1872825	1873247	+	423	24	10	12	20	18	6	6
gene-SAOUHSC_01969	NC_007795.1	1873389	1873754	+	366	698	72	144	494	622	200	1289
gene-SAOUHSC_01971	NC_007795.1	1874487	1875044	+	558	2	0	12	0	7	0	0
gene-SAOUHSC_01972	NC_007795.1	1875249	1876211	+	963	198	192	258	58	51	106	338
gene-SAOUHSC_01973	NC_007795.1	1876332	1877273	-	942	282	44	128	122	108	86	786
gene-SAOUHSC_01974	NC_007795.1	1877270	1880206	-	2937	972	222	902	507	552	616	2182
gene-SAOUHSC_01975	NC_007795.1	1880196	1881392	-	1197	54	16	84	15	51	53	163
gene-SAOUHSC_01976	NC_007795.1	1881683	1881781	-	99	0	0	0	0	0	1	0
gene-SAOUHSC_01977	NC_007795.1	1882164	1882508	-	345	12	0	4	0	0	2	8
gene-SAOUHSC_01978	NC_007795.1	1882577	1883701	-	1125	5	0	16	2	10	6	23
gene-SAOUHSC_01979	NC_007795.1	1883880	1884344	-	465	17	0	0	4	20	4	12
gene-SAOUHSC_01980	NC_007795.1	1884700	1885323	-	624	16	0	0	4	4	14	8
gene-SAOUHSC_01981	NC_007795.1	1885345	1886457	-	1113	180	24	20	114	106	33	271
gene-SAOUHSC_01982	NC_007795.1	1886620	1887441	+	822	48	12	11	30	25	30	99
gene-SAOUHSC_01983	NC_007795.1	1887904	1889289	-	1386	406	56	704	316	284	68	1814
gene-SAOUHSC_01984	NC_007795.1	1889485	1889880	-	396	14	0	4	0	0	7	2
gene-SAOUHSC_01985	NC_007795.1	1889999	1890361	+	363	6	10	14	2	2	148	167
gene-SAOUHSC_01986	NC_007795.1	1890657	1890809	-	153	229	8	53	18	37	32	35
gene-SAOUHSC_01987	NC_007795.1	1890834	1891433	-	600	426	86	81	91	144	81	127
gene-SAOUHSC_01988	NC_007795.1	1891592	1892062	-	471	6	0	0	2	4	8	8
gene-SAOUHSC_01989	NC_007795.1	1892067	1893209	-	1143	82	12	70	20	24	26	154
gene-SAOUHSC_01990	NC_007795.1	1893345	1894073	-	729	24	2	12	10	4	2	50
gene-SAOUHSC_01991	NC_007795.1	1894060	1895517	-	1458	251	57	254	120	132	84	904
gene-SAOUHSC_01992	NC_007795.1	1895775	1896836	-	1062	68	0	38	10	30	24	56
gene-SAOUHSC_T00031	NC_007795.1	1898905	1898988	-	84	6	0	16	1	7	5	62
gene-SAOUHSC_T00023	NC_007795.1	1899205	1899279	-	75	118	13	8	122	66	33	402
gene-SAOUHSC_T00015	NC_007795.1	1899287	1899360	-	74	100	24	7	104	61	33	319
gene-SAOUHSC_T00016	NC_007795.1	1899366	1899437	-	72	134	18	17	79	55	22	289
gene-SAOUHSC_T00027	NC_007795.1	1899449	1899521	-	73	196	15	20	83	60	27	255
gene-SAOUHSC_T00056	NC_007795.1	1899524	1899597	-	74	199	18	18	104	53	33	270
gene-SAOUHSC_T00057	NC_007795.1	1899613	1899693	-	81	210	10	7	92	56	44	337
gene-SAOUHSC_T00054	NC_007795.1	1899699	1899774	-	76	206	13	15	47	38	35	319
gene-SAOUHSC_T00043	NC_007795.1	1899782	1899854	-	73	233	36	26	20	28	57	246
gene-SAOUHSC_T00013	NC_007795.1	1899873	1899948	-	76	277	36	30	12	13	74	264
gene-SAOUHSC_T00039	NC_007795.1	1899958	1900031	-	74	194	5	24	19	8	74	190
gene-SAOUHSC_T00051	NC_007795.1	1900046	1900138	-	93	293	14	22	113	121	108	241
gene-SAOUHSC_T00014	NC_007795.1	1900177	1900252	-	76	232	18	24	117	143	77	166
gene-SAOUHSC_T00052	NC_007795.1	1900263	1900352	-	90	250	33	28	165	140	56	196
gene-SAOUHSC_T00040	NC_007795.1	1900362	1900435	-	74	189	31	19	109	60	36	172
gene-SAOUHSC_T00041	NC_007795.1	1900461	1900537	-	77	151	12	7	97	60	47	189
gene-SAOUHSC_T0002	NC_007795.1	1900559	1900634	-	76	93	13	18	57	56	25	124
gene-SAOUHSC_T00045	NC_007795.1	1900652	1900725	-	74	70	7	4	76	35	42	105
gene-SAOUHSC_T0007	NC_007795.1	1900735	1900808	-	74	90	14	9	138	61	60	151
gene-SAOUHSC_T00032	NC_007795.1	1900827	1900915	-	89	113	25	18	198	88	62	232
gene-SAOUHSC_T00024	NC_007795.1	1900926	1901000	-	75	129	19	22	187	76	64	246
gene-SAOUHSC_T00033	NC_007795.1	1901004	1901085	-	82	191	12	8	182	80	95	336
gene-SAOUHSC_T00036	NC_007795.1	1901089	1901164	-	76	161	13	10	162	77	102	316
gene-SAOUHSC_T00055	NC_007795.1	1901170	1901245	-	76	123	9	9	112	64	73	237
gene-SAOUHSC_T00060	NC_007795.1	1901262	1901337	-	76	9	1	11	6	9	17	47
gene-SAOUHSC_R00013	NC_007795.1	1901349	1901463	-	115	0	2	0	2	0	0	0
gene-SAOUHSC_R0008	NC_007795.1	1901536	1904457	-	2922	4263	540	936	3503	3825	1893	2897
gene-SAOUHSC_T0003	NC_007795.1	1904671	1904746	-	76	230	44	215	387	298	531	172
gene-SAOUHSC_T00028	NC_007795.1	1904765	1904841	-	77	54	16	12	37	14	29	60
gene-SAOUHSC_R0003	NC_007795.1	1904931	1906485	-	1555	17137	10617	17631	12419	21859	15534	27050
gene-SAOUHSC_01997	NC_007795.1	1907224	1907670	-	447	1027	103	374	123	172	401	2505
gene-SAOUHSC_01998	NC_007795.1	1907767	1908717	-	951	110	29	62	89	111	85	384
gene-SAOUHSC_01999	NC_007795.1	1908723	1909178	-	456	16	0	4	4	6	0	3
gene-SAOUHSC_02000	NC_007795.1	1909259	1910548	+	1290	292	54	90	156	136	116	472
gene-SAOUHSC_02001	NC_007795.1	1910892	1911935	+	1044	66	12	94	34	62	38	146
gene-SAOUHSC_02002	NC_007795.1	1912025	1912117	-	93	5	7	18	2	2	10	106
gene-SAOUHSC_02003	NC_007795.1	1912126	1913862	-	1737	510	98	262	238	394	294	1062
gene-SAOUHSC_02004	NC_007795.1	1914153	1914695	-	543	30	0	14	6	4	10	41
gene-SAOUHSC_02005	NC_007795.1	1914997	1916034	-	1038	40	0	13	6	21	40	50
gene-SAOUHSC_02006	NC_007795.1	1916186	1917163	+	978	496	76	295	570	530	348	1079
gene-SAOUHSC_02008	NC_007795.1	1917424	1918260	-	837	10	0	76	2	4	18	14
gene-SAOUHSC_02009	NC_007795.1	1918269	1919786	-	1518	12	10	44	18	52	32	52
gene-SAOUHSC_02010	NC_007795.1	1919801	1920091	-	291	0	0	0	1	7	4	0
gene-SAOUHSC_02011	NC_007795.1	1920093	1920911	-	819	8	0	26	0	3	4	6
gene-SAOUHSC_02012	NC_007795.1	1921172	1921981	-	810	286	150	224	48	54	82	606
gene-SAOUHSC_02013	NC_007795.1	1922322	1922837	-	516	546	20	82	93	223	192	125
gene-SAOUHSC_02014	NC_007795.1	1922968	1923129	-	162	5	0	7	4	4	0	1
gene-SAOUHSC_02015	NC_007795.1	1923456	1923557	+	102	1	0	0	0	0	0	0
gene-SAOUHSC_02016	NC_007795.1	1923883	1924083	-	201	33	0	0	0	7	0	46
gene-SAOUHSC_02017	NC_007795.1	1924070	1924180	-	111	25	0	0	0	24	1	25
gene-SAOUHSC_02018	NC_007795.1	1924251	1924403	-	153	117	0	0	0	66	6	222
gene-SAOUHSC_02019	NC_007795.1	1924647	1926092	-	1446	164	0	0	0	2	41	15
gene-SAOUHSC_02020	NC_007795.1	1926073	1926510	-	438	21	0	0	0	0	0	0
gene-SAOUHSC_02021	NC_007795.1	1926566	1926961	-	396	6	0	16	0	0	0	0
gene-SAOUHSC_02022	NC_007795.1	1926967	1928139	-	1173	11	0	12	0	0	1	0
gene-SAOUHSC_02023	NC_007795.1	1928152	1930050	-	1899	44	20	0	0	0	4	12
gene-SAOUHSC_02025	NC_007795.1	1930187	1930486	-	300	0	0	0	0	0	0	0
gene-SAOUHSC_02026	NC_007795.1	1930526	1930699	-	174	0	0	0	0	0	0	0
gene-SAOUHSC_02027	NC_007795.1	1930703	1931080	-	378	2	0	10	0	0	0	0
gene-SAOUHSC_02028	NC_007795.1	1931080	1932903	-	1824	45	2	10	2	8	20	0
gene-SAOUHSC_02029	NC_007795.1	1932903	1934813	-	1911	51	0	72	0	16	41	4
gene-SAOUHSC_02030	NC_007795.1	1934828	1936729	-	1902	16	6	0	0	0	8	0
gene-SAOUHSC_02031	NC_007795.1	1936738	1937685	-	948	5	0	0	0	0	0	0
gene-SAOUHSC_02033	NC_007795.1	1937698	1941165	-	3468	152	2	0	0	48	6	0
gene-SAOUHSC_02034	NC_007795.1	1941182	1941526	-	345	10	0	0	0	0	0	0
gene-SAOUHSC_02035	NC_007795.1	1941556	1941921	-	366	11	0	0	0	2	0	0
gene-SAOUHSC_02036	NC_007795.1	1941983	1942564	-	582	14	0	0	0	0	2	0
gene-SAOUHSC_02037	NC_007795.1	1942583	1942966	-	384	0	0	0	0	0	0	0
gene-SAOUHSC_02038	NC_007795.1	1942978	1943325	-	348	13	0	0	0	1	0	0
gene-SAOUHSC_02040	NC_007795.1	1943325	1943627	-	303	30	0	0	0	9	0	0
gene-SAOUHSC_02041	NC_007795.1	1943624	1943956	-	333	40	0	0	0	5	0	0
gene-SAOUHSC_02042	NC_007795.1	1943965	1944252	-	288	2	0	0	0	10	0	0
gene-SAOUHSC_02043	NC_007795.1	1944274	1945248	-	975	18	0	0	0	7	0	0
gene-SAOUHSC_02044	NC_007795.1	1945262	1945882	-	621	2	0	0	0	0	0	0
gene-SAOUHSC_02046	NC_007795.1	1945991	1946161	-	171	2	0	0	0	0	0	0
gene-SAOUHSC_02047	NC_007795.1	1946234	1947229	-	996	20	0	0	0	0	0	0
gene-SAOUHSC_02048	NC_007795.1	1947236	1948771	-	1536	20	0	0	4	0	0	0
gene-SAOUHSC_02049	NC_007795.1	1948782	1950059	-	1278	10	0	0	0	6	0	0
gene-SAOUHSC_02050	NC_007795.1	1950046	1950486	-	441	6	0	0	0	6	0	0
gene-SAOUHSC_02051	NC_007795.1	1950673	1951095	-	423	0	0	0	0	0	0	0
gene-SAOUHSC_02052	NC_007795.1	1951119	1951265	-	147	0	0	0	0	0	0	0
gene-SAOUHSC_02053	NC_007795.1	1951266	1951454	-	189	0	0	0	0	0	0	0
gene-SAOUHSC_02054	NC_007795.1	1951442	1951642	-	201	0	0	0	0	0	0	0
gene-SAOUHSC_02055	NC_007795.1	1951617	1951805	-	189	0	0	0	0	0	0	0
gene-SAOUHSC_02056	NC_007795.1	1951802	1952047	-	246	0	0	0	0	0	0	0
gene-SAOUHSC_02057	NC_007795.1	1952084	1952620	-	537	90	0	16	0	0	0	10
gene-SAOUHSC_02058	NC_007795.1	1952586	1952828	-	243	7	0	0	0	0	0	1
gene-SAOUHSC_02059	NC_007795.1	1952825	1953070	-	246	0	0	0	0	0	0	0
gene-SAOUHSC_02060	NC_007795.1	1953085	1953333	-	249	4	0	0	0	0	0	3
gene-SAOUHSC_02061	NC_007795.1	1953334	1953693	-	360	40	0	0	0	0	0	7
gene-SAOUHSC_02062	NC_007795.1	1953694	1953963	-	270	0	0	0	0	0	0	2
gene-SAOUHSC_02063	NC_007795.1	1953964	1954149	-	186	4	1	0	0	0	8	0
